"employee_id","pos_attitude_ai","freq_use_ai","pos_attitude_ai_label","freq_use_ai_label"
"253084",4,1,"Neutral","Never"
"460834",1,1,"Completely Disagree","Never"
"514348",2,4,"Strongly Disagree","Fairly Often"
"412262",5,3,"Agree","Occasionally"
"377966",4,3,"Neutral","Occasionally"
"206208",3,4,"Disagree","Fairly Often"
"771515",6,5,"Strongly Agree","Very Often"
"437631",2,1,"Strongly Disagree","Never"
"322427",6,3,"Strongly Agree","Occasionally"
"349781",2,4,"Strongly Disagree","Fairly Often"
"433548",2,1,"Strongly Disagree","Never"
"849178",1,1,"Completely Disagree","Never"
"219375",3,2,"Disagree","Rarely"
"725887",2,5,"Strongly Disagree","Very Often"
"741439",6,6,"Strongly Agree","All the time"
"833032",3,4,"Disagree","Fairly Often"
"277455",2,2,"Strongly Disagree","Rarely"
"816090",2,2,"Strongly Disagree","Rarely"
"630568",4,6,"Neutral","All the time"
"366903",1,1,"Completely Disagree","Never"
"788817",1,4,"Completely Disagree","Fairly Often"
"346025",7,3,"Completely Agree","Occasionally"
"616466",2,2,"Strongly Disagree","Rarely"
"394092",4,2,"Neutral","Rarely"
"840218",4,4,"Neutral","Fairly Often"
"678724",3,1,"Disagree","Never"
"348755",4,5,"Neutral","Very Often"
"133745",3,4,"Disagree","Fairly Often"
"130798",4,4,"Neutral","Fairly Often"
"161941",3,1,"Disagree","Never"
"403770",2,1,"Strongly Disagree","Never"
"174171",5,4,"Agree","Fairly Often"
"554796",6,4,"Strongly Agree","Fairly Often"
"837272",6,3,"Strongly Agree","Occasionally"
"726790",4,5,"Neutral","Very Often"
"605950",6,1,"Strongly Agree","Never"
"960299",6,5,"Strongly Agree","Very Often"
"464604",6,1,"Strongly Agree","Never"
"393844",5,3,"Agree","Occasionally"
"726262",7,5,"Completely Agree","Very Often"
"913870",7,6,"Completely Agree","All the time"
"391694",5,4,"Agree","Fairly Often"
"599185",2,1,"Strongly Disagree","Never"
"276877",2,1,"Strongly Disagree","Never"
"835463",4,6,"Neutral","All the time"
"465722",5,3,"Agree","Occasionally"
"165192",7,5,"Completely Agree","Very Often"
"175728",7,4,"Completely Agree","Fairly Often"
"823573",5,1,"Agree","Never"
"584318",3,1,"Disagree","Never"
"366238",6,2,"Strongly Agree","Rarely"
"238933",5,6,"Agree","All the time"
"822963",2,5,"Strongly Disagree","Very Often"
"351392",4,3,"Neutral","Occasionally"
"571494",5,5,"Agree","Very Often"
"857106",5,3,"Agree","Occasionally"
"960249",1,1,"Completely Disagree","Never"
"162571",4,4,"Neutral","Fairly Often"
"261129",3,2,"Disagree","Rarely"
"452973",5,3,"Agree","Occasionally"
"866890",6,6,"Strongly Agree","All the time"
"611134",7,6,"Completely Agree","All the time"
"393586",2,5,"Strongly Disagree","Very Often"
"115133",5,5,"Agree","Very Often"
"553396",5,4,"Agree","Fairly Often"
"666627",3,4,"Disagree","Fairly Often"
"562408",7,6,"Completely Agree","All the time"
"933830",5,1,"Agree","Never"
"617992",7,6,"Completely Agree","All the time"
"477225",2,2,"Strongly Disagree","Rarely"
"841134",4,2,"Neutral","Rarely"
"835834",2,1,"Strongly Disagree","Never"
"405934",4,5,"Neutral","Very Often"
"576829",4,2,"Neutral","Rarely"
"994451",4,1,"Neutral","Never"
"377941",4,1,"Neutral","Never"
"257076",4,2,"Neutral","Rarely"
"690151",4,5,"Neutral","Very Often"
"477692",5,6,"Agree","All the time"
"952620",2,3,"Strongly Disagree","Occasionally"
"719446",3,2,"Disagree","Rarely"
"226335",3,6,"Disagree","All the time"
"698184",4,3,"Neutral","Occasionally"
"143756",3,1,"Disagree","Never"
"242475",5,1,"Agree","Never"
"534767",2,2,"Strongly Disagree","Rarely"
"769443",1,2,"Completely Disagree","Rarely"
"786423",4,3,"Neutral","Occasionally"
"508067",7,6,"Completely Agree","All the time"
"125693",4,6,"Neutral","All the time"
"293738",5,6,"Agree","All the time"
"446241",4,4,"Neutral","Fairly Often"
"587200",4,6,"Neutral","All the time"
"976782",3,1,"Disagree","Never"
"529956",6,5,"Strongly Agree","Very Often"
"332143",3,4,"Disagree","Fairly Often"
"834003",6,6,"Strongly Agree","All the time"
"173141",5,1,"Agree","Never"
"749533",5,4,"Agree","Fairly Often"
"400517",6,6,"Strongly Agree","All the time"
"231854",3,3,"Disagree","Occasionally"
"440336",2,1,"Strongly Disagree","Never"
"861593",1,1,"Completely Disagree","Never"
"838305",3,1,"Disagree","Never"
"989046",2,1,"Strongly Disagree","Never"
"146070",5,4,"Agree","Fairly Often"
"132338",5,6,"Agree","All the time"
"568361",4,5,"Neutral","Very Often"
"754353",6,2,"Strongly Agree","Rarely"
"716412",3,5,"Disagree","Very Often"
"131838",5,6,"Agree","All the time"
"741453",5,6,"Agree","All the time"
"116354",5,4,"Agree","Fairly Often"
"908497",4,6,"Neutral","All the time"
"673806",2,1,"Strongly Disagree","Never"
"269201",3,1,"Disagree","Never"
"503484",5,4,"Agree","Fairly Often"
"710209",4,4,"Neutral","Fairly Often"
"707748",4,4,"Neutral","Fairly Often"
"122064",5,3,"Agree","Occasionally"
"502161",1,1,"Completely Disagree","Never"
"282537",4,5,"Neutral","Very Often"
"298757",4,2,"Neutral","Rarely"
"384427",7,3,"Completely Agree","Occasionally"
"591637",2,5,"Strongly Disagree","Very Often"
"943630",3,4,"Disagree","Fairly Often"
"413917",5,3,"Agree","Occasionally"
"671534",7,4,"Completely Agree","Fairly Often"
"652331",3,3,"Disagree","Occasionally"
"919879",7,6,"Completely Agree","All the time"
"663584",1,2,"Completely Disagree","Rarely"
"702999",4,5,"Neutral","Very Often"
"939226",2,5,"Strongly Disagree","Very Often"
"987635",6,2,"Strongly Agree","Rarely"
"245790",5,6,"Agree","All the time"
"685872",6,4,"Strongly Agree","Fairly Often"
"121099",6,5,"Strongly Agree","Very Often"
"700618",2,1,"Strongly Disagree","Never"
"375771",1,1,"Completely Disagree","Never"
"608847",3,3,"Disagree","Occasionally"
"930858",1,1,"Completely Disagree","Never"
"334245",4,6,"Neutral","All the time"
"488021",6,2,"Strongly Agree","Rarely"
"142561",4,4,"Neutral","Fairly Often"
"849966",5,6,"Agree","All the time"
"827698",2,1,"Strongly Disagree","Never"
"855484",5,4,"Agree","Fairly Often"
"706455",2,1,"Strongly Disagree","Never"
"170633",2,3,"Strongly Disagree","Occasionally"
"742687",3,1,"Disagree","Never"
"612838",4,4,"Neutral","Fairly Often"
"999520",4,6,"Neutral","All the time"
"732251",4,5,"Neutral","Very Often"
"426702",4,3,"Neutral","Occasionally"
"929816",4,3,"Neutral","Occasionally"
"924537",2,1,"Strongly Disagree","Never"
"755594",7,6,"Completely Agree","All the time"
"492119",6,5,"Strongly Agree","Very Often"
"542520",7,3,"Completely Agree","Occasionally"
"760865",3,4,"Disagree","Fairly Often"
"385295",3,1,"Disagree","Never"
"921466",6,4,"Strongly Agree","Fairly Often"
"276993",6,5,"Strongly Agree","Very Often"
"381240",1,2,"Completely Disagree","Rarely"
"110187",3,5,"Disagree","Very Often"
"104069",4,3,"Neutral","Occasionally"
"193211",4,4,"Neutral","Fairly Often"
"647661",6,6,"Strongly Agree","All the time"
"824029",7,4,"Completely Agree","Fairly Often"
"963386",3,6,"Disagree","All the time"
"115525",4,6,"Neutral","All the time"
"825303",5,4,"Agree","Fairly Often"
"197897",3,2,"Disagree","Rarely"
"898604",7,5,"Completely Agree","Very Often"
"168157",3,1,"Disagree","Never"
"108714",1,4,"Completely Disagree","Fairly Often"
"617544",5,5,"Agree","Very Often"
"714493",5,6,"Agree","All the time"
"299731",3,4,"Disagree","Fairly Often"
"892129",7,5,"Completely Agree","Very Often"
"891473",7,6,"Completely Agree","All the time"
"302857",6,3,"Strongly Agree","Occasionally"
"205441",1,2,"Completely Disagree","Rarely"
"156650",7,4,"Completely Agree","Fairly Often"
"724736",4,5,"Neutral","Very Often"
"721940",4,3,"Neutral","Occasionally"
"742914",4,4,"Neutral","Fairly Often"
"796369",6,4,"Strongly Agree","Fairly Often"
"508879",4,5,"Neutral","Very Often"
"594979",3,3,"Disagree","Occasionally"
"228207",7,4,"Completely Agree","Fairly Often"
"888254",3,2,"Disagree","Rarely"
"639714",6,5,"Strongly Agree","Very Often"
"702648",5,5,"Agree","Very Often"
"421653",4,2,"Neutral","Rarely"
"767579",3,3,"Disagree","Occasionally"
"175936",3,5,"Disagree","Very Often"
"222895",7,4,"Completely Agree","Fairly Often"
"497252",2,3,"Strongly Disagree","Occasionally"
"571970",4,2,"Neutral","Rarely"
"230186",6,6,"Strongly Agree","All the time"
"228376",5,2,"Agree","Rarely"
"361287",2,1,"Strongly Disagree","Never"
"393384",1,1,"Completely Disagree","Never"
"383569",4,3,"Neutral","Occasionally"
"604270",4,1,"Neutral","Never"
"812590",2,2,"Strongly Disagree","Rarely"
"850896",4,5,"Neutral","Very Often"
"582628",4,2,"Neutral","Rarely"
"145853",4,1,"Neutral","Never"
"216468",6,5,"Strongly Agree","Very Often"
"770659",4,2,"Neutral","Rarely"
"658277",5,5,"Agree","Very Often"
"731182",4,4,"Neutral","Fairly Often"
"607101",4,1,"Neutral","Never"
"794910",7,6,"Completely Agree","All the time"
"345442",4,2,"Neutral","Rarely"
"285940",4,1,"Neutral","Never"
"920184",6,2,"Strongly Agree","Rarely"
"234570",2,1,"Strongly Disagree","Never"
"680137",3,1,"Disagree","Never"
"628290",3,5,"Disagree","Very Often"
"926163",4,2,"Neutral","Rarely"
"526869",5,4,"Agree","Fairly Often"
"364537",3,1,"Disagree","Never"
"393750",2,1,"Strongly Disagree","Never"
"607982",5,2,"Agree","Rarely"
"108921",2,2,"Strongly Disagree","Rarely"
"114157",2,2,"Strongly Disagree","Rarely"
"355189",6,4,"Strongly Agree","Fairly Often"
"575992",5,4,"Agree","Fairly Often"
"199447",3,3,"Disagree","Occasionally"
"587876",4,4,"Neutral","Fairly Often"
"581159",2,3,"Strongly Disagree","Occasionally"
"287615",7,6,"Completely Agree","All the time"
"309023",3,1,"Disagree","Never"
"690511",2,1,"Strongly Disagree","Never"
"252480",1,2,"Completely Disagree","Rarely"
"509024",3,6,"Disagree","All the time"
"321930",2,3,"Strongly Disagree","Occasionally"
"325908",3,4,"Disagree","Fairly Often"
"588994",2,1,"Strongly Disagree","Never"
"449723",4,5,"Neutral","Very Often"
"309458",4,5,"Neutral","Very Often"
"883425",2,2,"Strongly Disagree","Rarely"
"630146",1,2,"Completely Disagree","Rarely"
"728809",4,5,"Neutral","Very Often"
"925792",2,3,"Strongly Disagree","Occasionally"
"339389",4,1,"Neutral","Never"
"642195",4,4,"Neutral","Fairly Often"
"968990",3,2,"Disagree","Rarely"
"883577",4,6,"Neutral","All the time"
"950940",4,5,"Neutral","Very Often"
"407770",6,4,"Strongly Agree","Fairly Often"
"661800",5,5,"Agree","Very Often"
"120394",1,1,"Completely Disagree","Never"
"169848",4,3,"Neutral","Occasionally"
"409533",1,1,"Completely Disagree","Never"
"801100",5,5,"Agree","Very Often"
"805549",5,3,"Agree","Occasionally"
"102098",4,6,"Neutral","All the time"
"527647",5,4,"Agree","Fairly Often"
"174773",4,5,"Neutral","Very Often"
"206294",4,1,"Neutral","Never"
"751770",2,1,"Strongly Disagree","Never"
"516604",4,3,"Neutral","Occasionally"
"692944",7,6,"Completely Agree","All the time"
"210821",2,1,"Strongly Disagree","Never"
"265723",3,2,"Disagree","Rarely"
"516498",5,6,"Agree","All the time"
"132443",5,4,"Agree","Fairly Often"
"203767",3,2,"Disagree","Rarely"
"331357",4,4,"Neutral","Fairly Often"
"247690",5,4,"Agree","Fairly Often"
"209394",3,2,"Disagree","Rarely"
"371052",3,4,"Disagree","Fairly Often"
"998639",4,1,"Neutral","Never"
"175370",4,6,"Neutral","All the time"
"150997",6,4,"Strongly Agree","Fairly Often"
"417525",6,4,"Strongly Agree","Fairly Often"
"672587",3,3,"Disagree","Occasionally"
"712438",7,3,"Completely Agree","Occasionally"
"868597",7,6,"Completely Agree","All the time"
"211751",5,2,"Agree","Rarely"
"977750",6,6,"Strongly Agree","All the time"
"272422",4,3,"Neutral","Occasionally"
"777362",7,4,"Completely Agree","Fairly Often"
"215574",3,1,"Disagree","Never"
"118642",7,6,"Completely Agree","All the time"
"763476",4,1,"Neutral","Never"
"799359",1,4,"Completely Disagree","Fairly Often"
"944521",5,4,"Agree","Fairly Often"
"533385",1,2,"Completely Disagree","Rarely"
"608678",4,4,"Neutral","Fairly Often"
"358815",7,6,"Completely Agree","All the time"
"958734",6,4,"Strongly Agree","Fairly Often"
"321079",5,6,"Agree","All the time"
"726838",2,3,"Strongly Disagree","Occasionally"
"941525",6,5,"Strongly Agree","Very Often"
"249481",4,4,"Neutral","Fairly Often"
"938936",4,2,"Neutral","Rarely"
"231441",6,2,"Strongly Agree","Rarely"
"142756",6,4,"Strongly Agree","Fairly Often"
"100374",6,6,"Strongly Agree","All the time"
"666454",2,5,"Strongly Disagree","Very Often"
"859123",5,5,"Agree","Very Often"
"984673",3,2,"Disagree","Rarely"
"844918",3,3,"Disagree","Occasionally"
"528360",4,3,"Neutral","Occasionally"
"319027",4,3,"Neutral","Occasionally"
"436717",2,1,"Strongly Disagree","Never"
"892805",7,6,"Completely Agree","All the time"
"281988",3,4,"Disagree","Fairly Often"
"285385",6,6,"Strongly Agree","All the time"
"688880",2,5,"Strongly Disagree","Very Often"
"553437",6,4,"Strongly Agree","Fairly Often"
"451442",3,3,"Disagree","Occasionally"
"850394",6,4,"Strongly Agree","Fairly Often"
"127170",5,3,"Agree","Occasionally"
"282951",2,3,"Strongly Disagree","Occasionally"
"327777",7,6,"Completely Agree","All the time"
"155831",4,5,"Neutral","Very Often"
"310640",5,6,"Agree","All the time"
"350107",3,1,"Disagree","Never"
"881777",6,3,"Strongly Agree","Occasionally"
"484905",7,4,"Completely Agree","Fairly Often"
"425826",5,4,"Agree","Fairly Often"
"354624",6,2,"Strongly Agree","Rarely"
"461998",7,6,"Completely Agree","All the time"
"289340",4,2,"Neutral","Rarely"
"662993",1,1,"Completely Disagree","Never"
"212360",1,3,"Completely Disagree","Occasionally"
"473028",4,2,"Neutral","Rarely"
"263340",6,5,"Strongly Agree","Very Often"
"110329",3,2,"Disagree","Rarely"
"734737",5,3,"Agree","Occasionally"
"413846",5,3,"Agree","Occasionally"
"557275",4,1,"Neutral","Never"
"966874",5,6,"Agree","All the time"
"732900",7,6,"Completely Agree","All the time"
"421988",6,6,"Strongly Agree","All the time"
"822734",7,6,"Completely Agree","All the time"
"316712",3,1,"Disagree","Never"
"951133",4,2,"Neutral","Rarely"
"370774",1,1,"Completely Disagree","Never"
"177530",4,4,"Neutral","Fairly Often"
"393665",4,2,"Neutral","Rarely"
"978614",2,2,"Strongly Disagree","Rarely"
"305039",4,5,"Neutral","Very Often"
"755638",2,1,"Strongly Disagree","Never"
"185705",5,3,"Agree","Occasionally"
"721099",4,5,"Neutral","Very Often"
"480437",4,6,"Neutral","All the time"
"707180",4,5,"Neutral","Very Often"
"269658",1,2,"Completely Disagree","Rarely"
"293808",2,1,"Strongly Disagree","Never"
"491982",6,1,"Strongly Agree","Never"
"397511",2,2,"Strongly Disagree","Rarely"
"119059",4,5,"Neutral","Very Often"
"789167",6,6,"Strongly Agree","All the time"
"387816",6,6,"Strongly Agree","All the time"
"973655",1,4,"Completely Disagree","Fairly Often"
"776952",2,2,"Strongly Disagree","Rarely"
"662680",3,6,"Disagree","All the time"
"139134",3,5,"Disagree","Very Often"
"745297",2,2,"Strongly Disagree","Rarely"
"631506",4,6,"Neutral","All the time"
"971416",2,4,"Strongly Disagree","Fairly Often"
"848572",1,3,"Completely Disagree","Occasionally"
"936095",6,6,"Strongly Agree","All the time"
"514313",6,3,"Strongly Agree","Occasionally"
"789269",2,1,"Strongly Disagree","Never"
"743678",6,2,"Strongly Agree","Rarely"
"632882",5,5,"Agree","Very Often"
"281954",4,2,"Neutral","Rarely"
"501483",5,2,"Agree","Rarely"
"200570",1,1,"Completely Disagree","Never"
"193446",2,1,"Strongly Disagree","Never"
"368691",7,2,"Completely Agree","Rarely"
"126082",5,4,"Agree","Fairly Often"
"969620",6,2,"Strongly Agree","Rarely"
"505583",6,3,"Strongly Agree","Occasionally"
"674354",2,3,"Strongly Disagree","Occasionally"
"253102",6,5,"Strongly Agree","Very Often"
"469371",3,5,"Disagree","Very Often"
"357257",2,1,"Strongly Disagree","Never"
"404135",6,3,"Strongly Agree","Occasionally"
"437229",6,3,"Strongly Agree","Occasionally"
"949533",3,1,"Disagree","Never"
"412796",4,1,"Neutral","Never"
"679873",6,6,"Strongly Agree","All the time"
"894882",2,2,"Strongly Disagree","Rarely"
"389097",2,1,"Strongly Disagree","Never"
"423758",3,1,"Disagree","Never"
"490292",6,5,"Strongly Agree","Very Often"
"894520",2,2,"Strongly Disagree","Rarely"
"778034",5,1,"Agree","Never"
"704406",7,4,"Completely Agree","Fairly Often"
"653414",2,3,"Strongly Disagree","Occasionally"
"118126",5,3,"Agree","Occasionally"
"381473",6,5,"Strongly Agree","Very Often"
"356517",6,6,"Strongly Agree","All the time"
"609134",4,3,"Neutral","Occasionally"
"416887",2,3,"Strongly Disagree","Occasionally"
"712392",5,3,"Agree","Occasionally"
"114977",3,5,"Disagree","Very Often"
"554336",6,6,"Strongly Agree","All the time"
"519604",5,1,"Agree","Never"
"578237",3,4,"Disagree","Fairly Often"
"884996",3,4,"Disagree","Fairly Often"
"983673",2,2,"Strongly Disagree","Rarely"
"287717",4,1,"Neutral","Never"
"568090",6,5,"Strongly Agree","Very Often"
"865463",5,6,"Agree","All the time"
"722040",5,3,"Agree","Occasionally"
"607076",4,5,"Neutral","Very Often"
"583579",5,3,"Agree","Occasionally"
"222499",5,2,"Agree","Rarely"
"868798",3,4,"Disagree","Fairly Often"
"485062",5,5,"Agree","Very Often"
"449183",3,4,"Disagree","Fairly Often"
"479300",6,6,"Strongly Agree","All the time"
"270502",4,3,"Neutral","Occasionally"
"133016",3,4,"Disagree","Fairly Often"
"741089",2,1,"Strongly Disagree","Never"
"588103",3,3,"Disagree","Occasionally"
"594767",3,4,"Disagree","Fairly Often"
"336796",5,3,"Agree","Occasionally"
"357266",3,4,"Disagree","Fairly Often"
"325383",4,6,"Neutral","All the time"
"978565",6,6,"Strongly Agree","All the time"
"762381",4,3,"Neutral","Occasionally"
"821282",2,1,"Strongly Disagree","Never"
"952041",2,4,"Strongly Disagree","Fairly Often"
"643920",6,6,"Strongly Agree","All the time"
"333021",1,2,"Completely Disagree","Rarely"
"692063",5,6,"Agree","All the time"
"280887",6,6,"Strongly Agree","All the time"
"683498",5,5,"Agree","Very Often"
"375686",3,4,"Disagree","Fairly Often"
"286409",6,6,"Strongly Agree","All the time"
"422025",5,5,"Agree","Very Often"
"293709",2,2,"Strongly Disagree","Rarely"
"959444",4,5,"Neutral","Very Often"
"216490",6,3,"Strongly Agree","Occasionally"
"389389",3,3,"Disagree","Occasionally"
"791688",6,6,"Strongly Agree","All the time"
"106777",4,3,"Neutral","Occasionally"
"789519",2,3,"Strongly Disagree","Occasionally"
"850964",5,1,"Agree","Never"
"178482",2,3,"Strongly Disagree","Occasionally"
"659609",6,6,"Strongly Agree","All the time"
"565871",2,3,"Strongly Disagree","Occasionally"
"880196",6,2,"Strongly Agree","Rarely"
"504617",5,5,"Agree","Very Often"
"655095",3,3,"Disagree","Occasionally"
"501921",5,4,"Agree","Fairly Often"
"632120",4,6,"Neutral","All the time"
"480066",3,1,"Disagree","Never"
"449573",6,6,"Strongly Agree","All the time"
"288525",5,6,"Agree","All the time"
"794043",7,3,"Completely Agree","Occasionally"
"847084",4,5,"Neutral","Very Often"
"857075",3,6,"Disagree","All the time"
"924484",5,5,"Agree","Very Often"
"739456",4,4,"Neutral","Fairly Often"
"748468",4,5,"Neutral","Very Often"
"627694",4,4,"Neutral","Fairly Often"
"621344",4,2,"Neutral","Rarely"
"843539",1,2,"Completely Disagree","Rarely"
"852877",3,4,"Disagree","Fairly Often"
"279773",7,3,"Completely Agree","Occasionally"
"706833",6,3,"Strongly Agree","Occasionally"
"409694",1,1,"Completely Disagree","Never"
"688920",2,6,"Strongly Disagree","All the time"
"229652",2,3,"Strongly Disagree","Occasionally"
"146098",6,5,"Strongly Agree","Very Often"
"945529",4,5,"Neutral","Very Often"
"329734",5,1,"Agree","Never"
"827478",4,2,"Neutral","Rarely"
"570870",3,1,"Disagree","Never"
"568586",4,4,"Neutral","Fairly Often"
"285643",4,2,"Neutral","Rarely"
"275698",3,5,"Disagree","Very Often"
"661847",3,1,"Disagree","Never"
"448379",5,6,"Agree","All the time"
"291884",3,1,"Disagree","Never"
"493581",5,6,"Agree","All the time"
"734815",4,4,"Neutral","Fairly Often"
"271945",4,2,"Neutral","Rarely"
"339565",6,5,"Strongly Agree","Very Often"
"494364",6,4,"Strongly Agree","Fairly Often"
"101008",5,6,"Agree","All the time"
"349239",5,1,"Agree","Never"
"742102",4,6,"Neutral","All the time"
"944154",5,3,"Agree","Occasionally"
"583470",5,5,"Agree","Very Often"
"641183",3,3,"Disagree","Occasionally"
"802810",7,4,"Completely Agree","Fairly Often"
"242202",4,2,"Neutral","Rarely"
"392793",4,1,"Neutral","Never"
"103441",4,3,"Neutral","Occasionally"
"231487",7,4,"Completely Agree","Fairly Often"
"399139",5,6,"Agree","All the time"
"942009",4,5,"Neutral","Very Often"
"497402",3,1,"Disagree","Never"
"619226",2,1,"Strongly Disagree","Never"
"227113",2,1,"Strongly Disagree","Never"
"407632",4,2,"Neutral","Rarely"
"874910",4,5,"Neutral","Very Often"
"888813",3,2,"Disagree","Rarely"
"630684",4,2,"Neutral","Rarely"
"303141",3,2,"Disagree","Rarely"
"587158",7,6,"Completely Agree","All the time"
"688477",3,5,"Disagree","Very Often"
"846226",6,6,"Strongly Agree","All the time"
"855558",5,4,"Agree","Fairly Often"
"887872",2,1,"Strongly Disagree","Never"
"726608",6,6,"Strongly Agree","All the time"
"625553",4,4,"Neutral","Fairly Often"
"237456",1,1,"Completely Disagree","Never"
"782036",1,1,"Completely Disagree","Never"
"199449",3,5,"Disagree","Very Often"
"316034",2,2,"Strongly Disagree","Rarely"
"114473",2,2,"Strongly Disagree","Rarely"
"304539",6,4,"Strongly Agree","Fairly Often"
"891370",2,1,"Strongly Disagree","Never"
"745315",7,6,"Completely Agree","All the time"
"427122",4,2,"Neutral","Rarely"
"610213",2,4,"Strongly Disagree","Fairly Often"
"248042",3,3,"Disagree","Occasionally"
"749969",2,3,"Strongly Disagree","Occasionally"
"479859",4,4,"Neutral","Fairly Often"
"739576",6,6,"Strongly Agree","All the time"
"648224",6,6,"Strongly Agree","All the time"
"396469",5,5,"Agree","Very Often"
"228972",4,4,"Neutral","Fairly Often"
"937566",5,2,"Agree","Rarely"
"320564",3,2,"Disagree","Rarely"
"748502",3,5,"Disagree","Very Often"
"779879",6,3,"Strongly Agree","Occasionally"
"274823",4,3,"Neutral","Occasionally"
"308576",6,3,"Strongly Agree","Occasionally"
"818324",2,4,"Strongly Disagree","Fairly Often"
"392468",3,1,"Disagree","Never"
"265002",2,2,"Strongly Disagree","Rarely"
"829001",4,5,"Neutral","Very Often"
"303320",5,3,"Agree","Occasionally"
"402302",3,5,"Disagree","Very Often"
"841568",5,2,"Agree","Rarely"
"203233",4,3,"Neutral","Occasionally"
"933284",6,5,"Strongly Agree","Very Often"
"979410",5,2,"Agree","Rarely"
"423499",3,6,"Disagree","All the time"
"160147",3,5,"Disagree","Very Often"
"260068",4,5,"Neutral","Very Often"
"548953",5,3,"Agree","Occasionally"
"775927",5,6,"Agree","All the time"
"743347",4,5,"Neutral","Very Often"
"253659",7,6,"Completely Agree","All the time"
"598636",4,1,"Neutral","Never"
"427302",2,3,"Strongly Disagree","Occasionally"
"680132",7,3,"Completely Agree","Occasionally"
"831589",4,2,"Neutral","Rarely"
"130613",4,4,"Neutral","Fairly Often"
"917950",7,2,"Completely Agree","Rarely"
"273512",5,6,"Agree","All the time"
"483117",3,3,"Disagree","Occasionally"
"836482",4,2,"Neutral","Rarely"
"103008",4,5,"Neutral","Very Often"
"102552",3,2,"Disagree","Rarely"
"710783",6,4,"Strongly Agree","Fairly Often"
"547546",3,3,"Disagree","Occasionally"
"663308",4,6,"Neutral","All the time"
"867433",7,1,"Completely Agree","Never"
"604775",5,6,"Agree","All the time"
"532055",3,5,"Disagree","Very Often"
"395821",6,4,"Strongly Agree","Fairly Often"
"919891",4,3,"Neutral","Occasionally"
"954557",4,1,"Neutral","Never"
"176069",3,1,"Disagree","Never"
"927899",5,6,"Agree","All the time"
"496626",2,3,"Strongly Disagree","Occasionally"
"460394",3,5,"Disagree","Very Often"
"386066",2,1,"Strongly Disagree","Never"
"792897",4,4,"Neutral","Fairly Often"
"236020",5,5,"Agree","Very Often"
"667720",2,2,"Strongly Disagree","Rarely"
"623596",6,1,"Strongly Agree","Never"
"994269",4,5,"Neutral","Very Often"
"792828",5,5,"Agree","Very Often"
"985062",6,5,"Strongly Agree","Very Often"
"283064",5,6,"Agree","All the time"
"488956",4,3,"Neutral","Occasionally"
"417606",1,1,"Completely Disagree","Never"
"456447",4,5,"Neutral","Very Often"
"453827",6,4,"Strongly Agree","Fairly Often"
"453899",2,1,"Strongly Disagree","Never"
"131186",1,1,"Completely Disagree","Never"
"967176",6,4,"Strongly Agree","Fairly Often"
"273491",7,6,"Completely Agree","All the time"
"370505",2,4,"Strongly Disagree","Fairly Often"
"370572",7,6,"Completely Agree","All the time"
"332866",1,1,"Completely Disagree","Never"
"679199",3,1,"Disagree","Never"
"368859",6,6,"Strongly Agree","All the time"
"855652",7,5,"Completely Agree","Very Often"
"883054",7,4,"Completely Agree","Fairly Often"
"389567",4,3,"Neutral","Occasionally"
"794137",3,2,"Disagree","Rarely"
"223157",2,1,"Strongly Disagree","Never"
"534608",2,1,"Strongly Disagree","Never"
"633077",3,4,"Disagree","Fairly Often"
"671431",3,3,"Disagree","Occasionally"
"330954",2,1,"Strongly Disagree","Never"
"628618",4,4,"Neutral","Fairly Often"
"935777",2,1,"Strongly Disagree","Never"
"489381",3,1,"Disagree","Never"
"334845",6,5,"Strongly Agree","Very Often"
"805505",2,4,"Strongly Disagree","Fairly Often"
"219660",3,1,"Disagree","Never"
"617041",7,4,"Completely Agree","Fairly Often"
"530625",2,1,"Strongly Disagree","Never"
"445727",4,4,"Neutral","Fairly Often"
"921591",6,5,"Strongly Agree","Very Often"
"623633",3,1,"Disagree","Never"
"580683",3,1,"Disagree","Never"
"869098",2,5,"Strongly Disagree","Very Often"
"369828",1,5,"Completely Disagree","Very Often"
"412267",3,4,"Disagree","Fairly Often"
"775388",5,2,"Agree","Rarely"
"700848",3,1,"Disagree","Never"
"958277",5,6,"Agree","All the time"
"339201",5,6,"Agree","All the time"
"330644",5,3,"Agree","Occasionally"
"350187",6,3,"Strongly Agree","Occasionally"
"455996",3,4,"Disagree","Fairly Often"
"665198",4,2,"Neutral","Rarely"
"951474",2,3,"Strongly Disagree","Occasionally"
"203381",2,1,"Strongly Disagree","Never"
"714188",3,3,"Disagree","Occasionally"
"858577",2,2,"Strongly Disagree","Rarely"
"641250",1,1,"Completely Disagree","Never"
"141881",6,5,"Strongly Agree","Very Often"
"392244",5,2,"Agree","Rarely"
"955029",4,2,"Neutral","Rarely"
"356049",3,1,"Disagree","Never"
"876309",1,1,"Completely Disagree","Never"
"535233",4,6,"Neutral","All the time"
"788257",2,1,"Strongly Disagree","Never"
"446973",3,4,"Disagree","Fairly Often"
"774867",5,4,"Agree","Fairly Often"
"513926",6,4,"Strongly Agree","Fairly Often"
"997868",4,6,"Neutral","All the time"
"769266",7,6,"Completely Agree","All the time"
"319623",4,2,"Neutral","Rarely"
"438530",4,3,"Neutral","Occasionally"
"755996",3,1,"Disagree","Never"
